model,game,frequency,signal,prediction,task,weight,n_runs,score_mean,score_ci,behavior_mean,behavior_ci,arousal_mean,arousal_ci,arousal_return_mean,arousal_return_ci,playerStanding_mean,playerScore_mean,playerSpeed_mean,playerIsGrounded_mean,playerIsMidAir_mean,playerIsLooping_mean,playerIsCrashing_mean,playerIsOffRoad_mean,playerGasPedal_mean,playerSteering_mean,playerLap_mean,playerDistanceToWayPoint_mean,playerRespawn_mean,visibleBotCount_mean,botStanding_mean,botScore_mean,botSpeed_mean,botIsGrounded_mean,botIsLooping_mean,botIsOffRoad_mean,botIsCrashing_mean,botGasPedal_mean,botSteering_mean,botLap_mean,botDistanceToWayPoint_mean,botPlayerDistance_mean,visibleLoopCount_mean,playerStanding_ci,playerScore_ci,playerSpeed_ci,playerIsGrounded_ci,playerIsMidAir_ci,playerIsLooping_ci,playerIsCrashing_ci,playerIsOffRoad_ci,playerGasPedal_ci,playerSteering_ci,playerLap_ci,playerDistanceToWayPoint_ci,playerRespawn_ci,visibleBotCount_ci,botStanding_ci,botScore_ci,botSpeed_ci,botIsGrounded_ci,botIsLooping_ci,botIsOffRoad_ci,botIsCrashing_ci,botGasPedal_ci,botSteering_ci,botLap_ci,botDistanceToWayPoint_ci,botPlayerDistance_ci,visibleLoopCount_ci,scores_raw,arousal_raw,cluster,playerHasCollisions_mean,playerIsCollidingAbove_mean,playerIsCollidingBelow_mean,playerIsCollidingLeft_mean,playerIsCollidingRight_mean,playerIsFalling_mean,playerIsJumping_mean,playerSpeedX_mean,playerSpeedY_mean,playerHealth_mean,playerDamaged_mean,playerPointPickup_mean,playerPowerPickup_mean,playerHasPowerup_mean,playerKillCount_mean,botHasCollisions_mean,botIsCollidingBelow_mean,botIsCollidingLeft_mean,botIsCollidingRight_mean,botIsFalling_mean,botSpeedX_mean,botSpeedY_mean,botHealth_mean,pickUpsVisible_mean,pickUpPlayerDisctance_mean,playerDeath_mean,playerHasCollisions_ci,playerIsCollidingAbove_ci,playerIsCollidingBelow_ci,playerIsCollidingLeft_ci,playerIsCollidingRight_ci,playerIsFalling_ci,playerIsJumping_ci,playerSpeedX_ci,playerSpeedY_ci,playerHealth_ci,playerDamaged_ci,playerPointPickup_ci,playerPowerPickup_ci,playerHasPowerup_ci,playerKillCount_ci,botHasCollisions_ci,botIsCollidingBelow_ci,botIsCollidingLeft_ci,botIsCollidingRight_ci,botIsFalling_ci,botSpeedX_ci,botSpeedY_ci,botHealth_ci,pickUpsVisible_ci,pickUpPlayerDisctance_ci,playerDeath_ci,playerSpeedZ_mean,playerHealing_mean,playerShooting_mean,playerReloading_mean,playerProjectileCount_mean,playerProjectileDistance_mean,playerCrouching_mean,playerSprinting_mean,playerAimAtEnemy_mean,botSpeedZ_mean,botDamaged_mean,botShooting_mean,botProjectileCount_mean,botProjectilePlayerDistance_mean,botAimAtPlayer_mean,playerTriesShootOnReload_mean,playerSpeedZ_ci,playerHealing_ci,playerShooting_ci,playerReloading_ci,playerProjectileCount_ci,playerProjectileDistance_ci,playerCrouching_ci,playerSprinting_ci,playerAimAtEnemy_ci,botSpeedZ_ci,botDamaged_ci,botShooting_ci,botProjectileCount_ci,botProjectilePlayerDistance_ci,botAimAtPlayer_ci,playerTriesShootOnReload_ci
Explore,solid,Asynchronized,Ordinal,Classification,Minimize,0.5,10,0.35,0.142,18.5,1.5545,0.705,0.0618,0.7231,0.0634,3.848130702972412,4.518573760986328,22.596529006958008,0.9920856952667236,0.0079145291820168,0.0187008548527956,0.0,0.4587066173553467,0.6270087361335754,-0.1146665140986442,0.2419829219579696,149.83126831054688,0.0,0.6108546257019043,0.740536093711853,1.4169124364852903,12.357757568359377,0.3269533514976501,0.0034068650566041,0.0021514275576919,0.0,0.1973651945590973,-0.0239376351237297,0.111828364431858,39.784454345703125,17.90406036376953,0.5987690091133118,1.0974,10.4796,18.5098,0.05,0.05,0.045,0.0,0.8422,0.1347,0.2482,0.9983,81.8182,0.0,2.5276,2.1889,14.2066,45.1142,1.0368,0.0433,0.0218,0.0,0.6097,0.1244,1.2587,171.8168,43.8891,0.0113,"[0.3333333333333333, 0.375, 0.375, 0.5833333333333334, 0.4583333333333333, 0.20833333333333334, 0.5416666666666666, 0.5416666666666666, 0.0, 0.08333333333333333]","[0.775, 0.75, 0.775, 0.55, 0.775, 0.55, 0.7, 0.725, 0.7, 0.75]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Explore,solid,Asynchronized,Ordinal,Classification,Minimize,1.0,10,0.1542,0.1098,4.7,2.8224,0.92,0.0302,0.9436,0.0309,3.933803796768189,0.8661087155342102,17.119476318359375,0.9786820411682128,0.021318145096302,0.0942754745483398,0.0,0.558806300163269,0.6105610728263855,-0.0766982659697532,0.0070199430920183,237.33485412597656,0.0,0.6570401787757874,0.776825487613678,0.3122747242450714,12.19057846069336,0.3431721031665802,0.0017810817807912,0.0038507336284965,0.0,0.1981868147850036,-0.0614985115826129,0.0038366571534425,35.30929946899414,21.04940795898437,0.6986358165740967,0.104,2.6275,3.4356,0.0379,0.0379,0.0776,0.0,0.1313,0.0056,0.0242,0.0302,182.2362,0.0,0.069,0.1243,0.3869,1.1135,0.0263,0.0015,0.0029,0.0,0.002,0.0665,0.0011,5.2545,1.8001,0.3637,"[0.2916666666666667, 0.0, 0.25, 0.041666666666666664, 0.25, 0.25, 0.4166666666666667, 0.041666666666666664, 0.0, 0.0]","[0.925, 0.975, 0.825, 0.925, 0.9, 0.9, 0.925, 0.925, 0.925, 0.975]",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
random,platform,Synchronized,Ordinal,Classification,Maximize,0.0,10,0.0565,0.0266,2.0,0.8922,0.05,0.0223,0.815,0.056,,9.89444351196289,,0.3502777814865112,,,,,,,,,,0.2160277813673019,,,,0.2130008041858673,,,,,,,,2.608215808868408,,,5.5041,,0.0135,,,,,,,,,,0.0917,,,,0.0851,,,,,,,,0.9238,,"[0.06521739130434782, 0.08695652173913043, 0.08695652173913043, 0.06521739130434782, 0.0, 0.021739130434782608, 0.021739130434782608, 0.10869565217391304, 0.08695652173913043, 0.021739130434782608]","[0.05, 0.075, 0.075, 0.05, 0.0, 0.025, 0.025, 0.1, 0.075, 0.025]",0,0.45636111,0.023416668,0.35027778,0.111250006,0.038055558,0.31944448,0.0006388889,5.1872225,21.939045,0.96999997,0.0,0.0033333332,0.001,0.11252777,0.00066666666,0.2130008,0.2130008,0.005597222,0.004668519,0.0028325398,1.218607,19.035583,0.21583334,0.41244444,5.0155826,0.0030000003,0.0283,0.0036,0.0135,0.0299,0.0112,0.0095,0.0006,0.2874,0.9471,0.011,0.0,0.0015,0.0006,0.1106,0.0006,0.0851,0.0851,0.0033,0.0036,0.0008,0.4742,8.2343,0.0852,0.2201,3.7868,0.0011,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Synchronized,Ordinal,Classification,Maximize,0.0,10,0.3848,0.1484,15.7,5.9091,0.1825,0.0584,0.555,0.1628,,105.65750885009766,,0.22050002217292786,,,,,,,,,,0.6537777185440063,,,,0.40958982706069946,,,,,,,,5.140196323394775,,,45.5456,,0.0273,,,,,,,,,,0.2321,,,,0.15,,,,,,,,1.8183,,"[0.34782608695652173, 0.5217391304347826, 0.41304347826086957, 0.5, 0.021739130434782608, 0.30434782608695654, 0.43478260869565216, 0.5, 0.717391304347826, 0.08695652173913043]","[0.2, 0.225, 0.25, 0.175, 0.025, 0.2, 0.225, 0.2, 0.275, 0.05]",0,0.36775001883506775,0.03194444254040718,0.22050002217292786,0.008305555209517479,0.13869445025920868,0.4232777953147888,0.002444444689899683,6.344027996063232,17.19483757019043,0.8700555562973022,0.0,0.027000004425644875,0.002500000176951289,0.13333332538604736,0.0016666667070239782,0.4099652171134949,0.40958982706069946,0.008980026468634605,0.00696679949760437,0.030243491753935814,2.428921937942505,28.755062103271484,0.43983331322669983,0.9714446067810059,4.899528980255127,0.013166667893528938,0.1431,0.0327,0.0273,0.0046,0.1855,0.0342,0.0013,1.5243,1.2787,0.0522,0.0,0.0103,0.0014,0.103,0.0015,0.15,0.15,0.0045,0.0036,0.0093,0.8596,14.21,0.1523,0.6614,1.9541,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Synchronized,Ordinal,Classification,Maximize,0.5,10,0.4283,0.0544,16.5,1.7924,0.1975,0.0331,0.68,0.0601,,125.62776947021484,,0.21352775394916534,,,,,,,,,,0.6185000538825989,,,,0.3710077404975891,,,,,,,,4.6975932121276855,,,21.8333,,0.025,,,,,,,,,,0.1047,,,,0.0531,,,,,,,,0.6562,,"[0.5652173913043478, 0.32608695652173914, 0.4782608695652174, 0.43478260869565216, 0.4782608695652174, 0.43478260869565216, 0.391304347826087, 0.45652173913043476, 0.41304347826086957, 0.30434782608695654]","[0.175, 0.15, 0.25, 0.225, 0.225, 0.275, 0.125, 0.175, 0.2, 0.175]",0,0.2780555486679077,0.03058333694934845,0.21352775394916534,0.006972222588956356,0.0381944477558136,0.4484444260597229,0.003555555595085025,6.631666660308838,17.82879638671875,0.8230834007263184,0.0,0.028333336114883423,0.0044999998062849045,0.2202499806880951,0.001500000013038516,0.37161606550216675,0.3710077404975891,0.006465277634561062,0.005481613799929619,0.03665892779827118,2.2436461448669434,23.97382164001465,0.4076666831970215,0.9004999995231628,5.3978424072265625,0.017999999225139618,0.0361,0.0169,0.025,0.0029,0.0077,0.0336,0.0015,0.5699,0.5447,0.0405,0.0,0.0033,0.0011,0.0438,0.001,0.0532,0.0531,0.0016,0.0017,0.0044,0.3204,4.3659,0.0561,0.1069,0.8977,0.004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Synchronized,Ordinal,Classification,Maximize,1.0,10,0.2174,0.1248,9.0,4.8635,0.14,0.0696,0.8,0.0809,,63.45416259765625,,0.2594166696071625,,,,,,,,,,0.5568054914474487,,,,0.3746832609176636,,,,,,,,4.536828994750977,,,32.1232,,0.1009,,,,,,,,,,0.1885,,,,0.1274,,,,,,,,1.3798,,"[0.0, 0.08695652173913043, 0.06521739130434782, 0.34782608695652173, 0.06521739130434782, 0.43478260869565216, 0.3695652173913043, 0.4782608695652174, 0.1956521739130435, 0.13043478260869565]","[0.0, 0.1, 0.075, 0.2, 0.075, 0.225, 0.275, 0.275, 0.125, 0.05]",0,0.30052778124809265,0.013611112721264362,0.2594166696071625,0.00683333445340395,0.06911110877990723,0.445333331823349,0.005694444291293621,5.870972633361816,23.097719192504883,0.7994445562362671,0.0,0.015500003471970558,0.0011666666250675917,0.051583338528871536,0.0018333334010094404,0.3752999007701874,0.3746832609176636,0.011710119433701038,0.010492460802197456,0.02281675674021244,2.1733591556549072,29.006999969482422,0.3974999785423279,0.7538889646530151,4.836451530456543,0.02016666904091835,0.1028,0.0056,0.1009,0.0042,0.0883,0.0858,0.0033,0.5355,7.3963,0.0772,0.0,0.0086,0.0013,0.0581,0.0014,0.1273,0.1274,0.0065,0.0068,0.0081,0.7107,12.7694,0.1275,0.3971,1.9699,0.0078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Asynchronized,Ordinal,Classification,Maximize,0.0,10,0.387,0.1402,10.8,3.691,0.715,0.0995,0.715,0.0995,,113.44667053222656,,0.22800001502037048,,,,,,,,,,0.6057499647140503,,,,0.3586168587207794,,,,,,,,4.496922969818115,,,41.8175,,0.0307,,,,,,,,,,0.1873,,,,0.1155,,,,,,,,1.4011,,"[0.34782608695652173, 0.5217391304347826, 0.5, 0.43478260869565216, 0.4782608695652174, 0.3695652173913043, 0.45652173913043476, 0.0, 0.6521739130434783, 0.10869565217391304]","[0.625, 0.725, 0.75, 0.625, 0.55, 0.75, 0.675, 1.0, 0.575, 0.875]",0,0.34663891792297363,0.025805559009313583,0.22800001502037048,0.09694443643093109,0.033277783542871475,0.43400001525878906,0.00213888892903924,5.770138740539551,17.61843490600586,0.862861156463623,0.0,0.026333337649703026,0.0033333334140479565,0.18077775835990906,0.002333333482965827,0.3591640889644623,0.3586168587207794,0.007316534873098135,0.005916600581258535,0.029049808159470558,2.139813184738159,24.827857971191406,0.38766664266586304,0.8948888778686523,4.291019439697266,0.013833333738148212,0.1484,0.0168,0.0307,0.2004,0.0128,0.0335,0.001,1.5403,0.5168,0.0523,0.0,0.0095,0.0015,0.1084,0.0015,0.1155,0.1155,0.0042,0.0034,0.0102,0.669,9.8307,0.1211,0.5141,1.3556,0.0053,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Asynchronized,Ordinal,Classification,Maximize,0.5,10,0.137,0.1629,3.5,4.1746,0.8825,0.1354,0.8825,0.1354,,43.177223205566406,,0.5412499904632568,,,,,,,,,,0.22136113047599792,,,,0.12623684108257294,,,,,,,,1.5761463642120361,,,51.993,,0.2827,,,,,,,,,,0.2586,,,,0.1461,,,,,,,,1.8224,,"[0.5652173913043478, 0.32608695652173914, 0.4782608695652174, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.625, 0.6, 0.6, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.7233887910842896,0.018444448709487915,0.5412499904632568,0.4884999692440033,0.016194447875022888,0.2378888875246048,0.0005555555690079927,3.1404166221618652,49.53104782104492,0.9577500224113464,0.0,0.009000001475214958,0.001500000013038516,0.07466666400432587,0.0004999999655410647,0.12644517421722412,0.12623684108257294,0.002058333484455943,0.0016233467031270266,0.011596495285630226,0.7639611959457397,8.393271446228027,0.13783332705497742,0.27905553579330444,1.541880488395691,0.004333333112299442,0.2243,0.0192,0.2827,0.3271,0.0159,0.1485,0.0007,2.3526,30.7724,0.053,0.0,0.0107,0.0018,0.0887,0.0008,0.1464,0.1461,0.0026,0.0019,0.0136,0.8828,9.8833,0.1593,0.3287,1.82,0.0054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Asynchronized,Ordinal,Classification,Maximize,1.0,7,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.9990476369857788,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,0.0016,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.9994444251060486,0.00011904762504855171,0.9990476369857788,0.5709127187728882,0.0,0.0005555555690079927,0.0,0.00952380895614624,99.44317626953125,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009,0.0003,0.0016,0.493,0.0,0.0009,0.0,0.0098,0.0907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Synchronized,Ordinal,Classification,Minimize,0.5,10,0.4913,0.054,19.9,2.0911,0.27,0.022,0.345,0.0842,,142.0297088623047,,0.24102778732776642,,,,,,,,,,0.6687778234481812,,,,0.385394424200058,,,,,,,,4.799241065979004,,,18.1347,,0.031,,,,,,,,,,0.1149,,,,0.0689,,,,,,,,0.7115,,"[0.391304347826087, 0.5434782608695652, 0.4782608695652174, 0.43478260869565216, 0.5217391304347826, 0.45652173913043476, 0.5217391304347826, 0.6521739130434783, 0.5, 0.41304347826086957]","[0.25, 0.3, 0.275, 0.225, 0.275, 0.25, 0.25, 0.325, 0.3, 0.25]",0,0.3060833513736725,0.024944445118308067,0.24102778732776642,0.005944444797933102,0.047388892620801926,0.42711108922958374,0.0037222225219011307,7.021250247955322,19.144426345825195,0.8354166746139526,0.0,0.03400000184774399,0.003666666802018881,0.18558332324028015,0.0011666667414829135,0.3861127197742462,0.385394424200058,0.005646031815558672,0.004494973458349705,0.037272222340106964,2.336090087890625,24.74500274658203,0.42266663908958435,0.8273333311080933,4.863199710845947,0.01666666567325592,0.0344,0.011,0.031,0.0025,0.011,0.0335,0.0015,0.4694,1.473,0.0397,0.0,0.0041,0.0014,0.0813,0.0008,0.0689,0.0689,0.0017,0.0017,0.0052,0.3933,6.7634,0.0688,0.1917,0.8903,0.0041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Synchronized,Ordinal,Classification,Minimize,1.0,10,0.2674,0.1231,11.1,5.0183,0.145,0.0915,0.32,0.1281,,69.27139282226562,,0.2178611308336258,,,,,,,,,,0.629027783870697,,,,0.37993425130844116,,,,,,,,4.5707597732543945,,,29.2043,,0.0365,,,,,,,,,,0.2405,,,,0.1559,,,,,,,,1.8119,,"[0.2391304347826087, 0.34782608695652173, 0.21739130434782608, 0.3695652173913043, 0.34782608695652173, 0.043478260869565216, 0.43478260869565216, 0.5434782608695652, 0.10869565217391304, 0.021739130434782608]","[0.15, 0.2, 0.1, 0.2, 0.15, 0.0, 0.25, 0.4, 0.0, 0.0]",0,0.29561108350753784,0.016777779906988144,0.2178611308336258,0.02680554986000061,0.06036112457513809,0.4362778067588806,0.002888888819143176,6.592083930969238,17.780120849609375,0.8553333282470703,0.0,0.019166667014360428,0.0013333333190530539,0.057027775794267654,0.002500000176951289,0.38018983602523804,0.37993425130844116,0.008032606914639473,0.007216005120426416,0.02539900876581669,2.245526075363159,28.048152923583984,0.40533334016799927,0.6355832815170288,3.8852641582489014,0.014666667208075523,0.0605,0.0046,0.0365,0.0508,0.0286,0.0568,0.0016,0.586,1.2569,0.0755,0.0,0.0088,0.0011,0.049,0.0013,0.156,0.1559,0.006,0.0052,0.0094,0.8877,14.4668,0.1594,0.3084,1.4183,0.0076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Asynchronized,Ordinal,Classification,Minimize,0.5,6,0.0254,0.0303,1.0,1.1496,0.7167,0.3423,0.7167,0.3423,,8.927314758300781,,0.23314814269542694,,,,,,,,,,0.7692129611968994,,,,0.7485246658325195,,,,,,,,7.035163402557373,,,11.1077,,0.0258,,,,,,,,,,0.4034,,,,0.404,,,,,,,,3.7478,,"[0.043478260869565216, 0.0, 0.0, 0.043478260869565216, 0.0, 0.06521739130434782]","[0.35, 0.975, 0.875, 0.95, 0.9, 0.25]",0,0.3099537193775177,0.01050925999879837,0.23314814269542694,0.015046298503875732,0.08513888716697693,0.3793518543243408,0.0004629629838746041,6.2337965965271,15.767627716064453,0.980555534362793,0.0,0.0016666665906086564,0.00027777778450399637,0.1284722238779068,0.0005555555690079927,0.7485246658325195,0.7485246658325195,0.038865748792886734,0.03818674013018608,0.0034197529312223196,4.033146381378174,72.42943572998047,0.7519444823265076,0.12347221374511719,0.9800758361816406,0.0019444444915279746,0.0738,0.0099,0.0258,0.0262,0.0995,0.0254,0.0009,2.239,1.0027,0.042,0.0,0.0019,0.0007,0.3302,0.0009,0.404,0.404,0.0242,0.0241,0.0023,2.1518,39.4048,0.4053,0.1341,1.0202,0.0042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PPO,platform,Asynchronized,Ordinal,Classification,Minimize,1.0,8,0.0217,0.0257,0.75,0.8654,0.55,0.2826,0.55,0.2826,,5.220139503479004,,0.28034722805023193,,,,,,,,,,0.4739583134651184,,,,0.4412829875946045,,,,,,,,4.379298686981201,,,5.3539,,0.1067,,,,,,,,,,0.3402,,,,0.3357,,,,,,,,3.3812,,"[0.0, 0.043478260869565216, 0.08695652173913043, 0.021739130434782608, 0.0, 0.021739130434782608, 0.0, 0.0]","[0.4, 0.7, 0.65, 0.375, 0.0, 0.325, 0.975, 0.975]",0,0.38392361998558044,0.006354167126119137,0.28034722805023193,0.07468751072883606,0.06881944835186005,0.3580555319786072,0.00041666667675599456,4.2473955154418945,20.667648315429688,0.9750000238418579,0.0,0.0014583334559574723,0.00020833333837799728,0.10895834118127823,0.0008333333535119891,0.4412829875946045,0.4412829875946045,0.01989004947245121,0.01946180872619152,0.004967013839632273,2.4210479259490967,41.40355682373047,0.4462500214576721,0.2502777874469757,1.6460496187210083,0.0024999999441206455,0.1621,0.0065,0.1067,0.1495,0.0929,0.0524,0.0006,1.4872,10.7353,0.0325,0.0,0.0019,0.0005,0.2576,0.0007,0.3357,0.3357,0.0166,0.0163,0.0066,1.8306,32.6428,0.3372,0.3015,2.0833,0.0032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,platform,Synchronized,Ordinal,Classification,Maximize,0.0,10,0.2848,0.1314,11.5,5.1942,0.1425,0.0642,0.7175,0.062,,73.59972381591797,,0.2751944661140442,,,,,,,,,,0.6435277462005615,,,,0.35860198736190796,,,,,,,,4.412466049194336,,,38.172,,0.1863,,,,,,,,,,0.1965,,,,0.1188,,,,,,,,1.439,,"[0.32608695652173914, 0.5, 0.43478260869565216, 0.30434782608695654, 0.043478260869565216, 0.4782608695652174, 0.41304347826086957, 0.2608695652173913, 0.08695652173913043, 0.0]","[0.225, 0.3, 0.1, 0.175, 0.05, 0.2, 0.175, 0.125, 0.075, 0.0]",0,0.3408888876438141,0.018166668713092804,0.2751944661140442,0.02683333121240139,0.07841666787862778,0.40461117029190063,0.0019166667480021715,7.0873613357543945,26.7608585357666,0.8560832738876343,0.0,0.01966666802763939,0.002166666788980365,0.15088889002799988,0.0011666666250675917,0.3590436577796936,0.35860198736190796,0.006678571458905935,0.005780026316642761,0.027898017317056656,2.139155864715576,24.77593994140625,0.3865000009536743,0.8304166793823242,4.7438859939575195,0.015000000596046448,0.1692,0.0066,0.1863,0.0397,0.0857,0.1055,0.0012,0.4956,18.4114,0.0486,0.0,0.009,0.0014,0.0975,0.0011,0.1187,0.1188,0.0029,0.0027,0.0097,0.701,9.0085,0.1265,0.2998,1.4428,0.0052,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,platform,Synchronized,Ordinal,Classification,Maximize,0.5,9,0.2778,0.1724,11.4444,7.3438,0.1194,0.0779,0.7167,0.1639,,81.91604614257812,,0.2462654411792755,,,,,,,,,,0.43682101368904114,,,,0.2395043671131134,,,,,,,,2.8825113773345947,,,49.3723,,0.0222,,,,,,,,,,0.2667,,,,0.145,,,,,,,,1.7584,,"[0.6086956521739131, 0.32608695652173914, 0.34782608695652173, 0.0, 0.43478260869565216, 0.43478260869565216, 0.34782608695652173, 0.0, 0.0]","[0.25, 0.15, 0.15, 0.0, 0.175, 0.25, 0.1, 0.0, 0.0]",0,0.4748765528202057,0.02626543678343296,0.2462654411792755,0.23910491168498993,0.030123459175229073,0.3801543414592743,0.000956790114287287,6.277006149291992,17.47576141357422,0.9434568881988525,0.0,0.01944444701075554,0.0018518519354984164,0.21064814925193787,0.0024074078537523746,0.23957842588424683,0.2395043671131134,0.0036344798281788826,0.00319723691791296,0.018643813207745552,1.435577392578125,16.01917266845703,0.2581481635570526,0.5051234364509583,3.313816547393799,0.005740740802139044,0.2116,0.021,0.0222,0.3081,0.016,0.0209,0.001,2.5778,1.5098,0.0501,0.0,0.0125,0.0015,0.2179,0.002,0.1451,0.145,0.0023,0.0022,0.0129,0.8685,10.2389,0.156,0.3473,2.4793,0.0051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,platform,Synchronized,Ordinal,Classification,Maximize,1.0,8,0.2527,0.1251,10.75,5.2827,0.1625,0.0829,0.6625,0.1331,,71.73957824707031,,0.2933333218097687,,,,,,,,,,0.565659761428833,,,,0.37913841009140015,,,,,,,,4.895284652709961,,,37.7884,,0.1078,,,,,,,,,,0.2003,,,,0.1176,,,,,,,,1.5017,,"[0.2608695652173913, 0.2826086956521739, 0.391304347826087, 0.32608695652173914, 0.32608695652173914, 0.391304347826087, 0.021739130434782608, 0.021739130434782608]","[0.15, 0.175, 0.25, 0.225, 0.225, 0.25, 0.0, 0.025]",0,0.3965277671813965,0.02083333395421505,0.2933333218097687,0.08899305760860443,0.05604167282581329,0.35354170203208923,0.0007986111450009048,6.782986164093018,23.444873809814453,0.9333332777023315,0.0,0.017916666343808174,0.0014583333395421505,0.04611111059784889,0.0008333333535119891,0.3795550763607025,0.37913841009140015,0.006681713275611401,0.005910218693315983,0.022319940850138664,2.247983694076538,27.659679412841797,0.40145835280418396,0.8161112070083618,5.996931076049805,0.006666666362434626,0.1215,0.0088,0.1078,0.1147,0.051,0.0534,0.0007,1.1872,9.3614,0.0341,0.0,0.0088,0.0016,0.057,0.0013,0.1178,0.1176,0.0041,0.004,0.0114,0.6933,9.4016,0.125,0.2986,2.4833,0.0034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,platform,Asynchronized,Ordinal,Classification,Maximize,0.0,10,0.1696,0.1331,5.1,3.777,0.765,0.1193,0.765,0.1193,,42.843055725097656,,0.4190555512905121,,,,,,,,,,0.5360000133514404,,,,0.315158486366272,,,,,,,,3.7282073497772217,,,35.7363,,0.2601,,,,,,,,,,0.3179,,,,0.1899,,,,,,,,2.1912,,"[0.21739130434782608, 0.15217391304347827, 0.0, 0.391304347826087, 0.021739130434782608, 0.5, 0.34782608695652173, 0.0, 0.06521739130434782, 0.0]","[0.55, 0.625, 1.0, 0.725, 0.675, 0.65, 0.65, 1.0, 0.825, 0.95]",0,0.5039721727371216,0.016500001773238182,0.4190555512905121,0.20977778732776642,0.06866667419672012,0.31619447469711304,0.0012222222285345197,6.032639503479004,40.28302764892578,0.9081110954284668,0.0,0.012000000104308128,0.0009999999310821295,0.08808333426713943,0.001500000013038516,0.31551721692085266,0.315158486366272,0.007364683784544468,0.006456811912357807,0.019508201628923416,1.8489658832550049,23.84407615661621,0.3346666693687439,0.4962778091430664,2.8058505058288574,0.009499999694526196,0.2528,0.0088,0.2601,0.2555,0.0776,0.1464,0.0014,1.9556,25.2311,0.0644,0.0,0.0093,0.0013,0.109,0.0013,0.1901,0.1899,0.0051,0.0047,0.0123,1.1037,15.5621,0.1991,0.3146,1.7371,0.0065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DQN,platform,Asynchronized,Ordinal,Classification,Maximize,0.5,8,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,,0.0,,0.3560763895511627,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,,0.0,,0.1922,,,,,,,,,,0.0,,,,0.0,,,,,,,,0.0,,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]",0,0.9930903315544128,6.944444612599909e-05,0.3560763895511627,0.9860763549804688,0.0,0.3243403136730194,0.0,0.09236111491918564,28.15869903564453,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0095,0.0002,0.1922,0.0168,0.0,0.0952,0.0,0.1001,18.6936,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
